O95336	convert	ENSP00000252603
O95336	eggNOG	KOG3147
P05408	convert	ENSP00000300175
P05408	eggNOG	KOG4187
P36639	convert	ENSP00000380241
P36639	eggNOG	ENOG502S254
P0DKL9	convert	ENSP00000472409
P0DKL9	eggNOG	KOG4850
Q8IZ83	convert	ENSP00000293350
Q8IZ83	eggNOG	KOG2450
Q676U5	convert	ENSP00000375872
Q676U5	eggNOG	KOG0288
Q8NAA4	convert	ENSP00000326340
Q8NAA4	eggNOG	KOG0288
P02763	convert	ENSP00000259396
P02763	eggNOG	ENOG502S0Q2
P19652	convert	ENSP00000394936
P19652	eggNOG	ENOG502S0Q2
P01009	convert	ENSP00000416066
P01009	eggNOG	KOG2392
P04217	convert	ENSP00000263100
P04217	eggNOG	ENOG502RYEX
Q9NQ94	convert	ENSP00000378868
Q9NQ94	eggNOG	KOG0117
Q5TYW2	convert	ENSP00000477695
Q5TYW2	eggNOG	KOG0504
Q5SQ80	convert	ENSP00000366826
Q5SQ80	eggNOG	KOG0504
Q5VUR7	convert	ENSP00000482325
Q5VUR7	eggNOG	KOG0504
Q4UJ75	convert	ENSP00000349891
Q4UJ75	eggNOG	KOG0504
P08697	convert	ENSP00000321853
P08697	eggNOG	KOG2392
P02750	convert	ENSP00000302621
P02750	eggNOG	KOG0619
P01023	convert	ENSP00000323929
P01023	eggNOG	KOG1366
A8K2U0	convert	ENSP00000299698
A8K2U0	eggNOG	KOG1366
A7E2S9	convert	ENSP00000386398
A7E2S9	eggNOG	KOG0504
U3KPV4	convert	ENSP00000475261
U3KPV4	eggNOG	ENOG502QW2H
Q9NPC4	convert	ENSP00000384794
Q9NPC4	eggNOG	KOG1928
Q9UNA3	convert	ENSP00000236709
Q9UNA3	eggNOG	KOG1928
P05067	convert	ENSP00000284981
P05067	eggNOG	KOG3540
Q96GX2	convert	ENSP00000430000
Q96GX2	eggNOG	ENOG502TFV2
P30542	convert	ENSP00000356205
P30542	eggNOG	KOG3656
P29274	convert	ENSP00000480012
P29274	eggNOG	KOG3656
P29275	convert	ENSP00000304501
P29275	eggNOG	KOG3656
Q9NS82	convert	ENSP00000253188
Q9NS82	eggNOG	KOG1287
P22760	convert	ENSP00000232892
P22760	eggNOG	KOG1515
Q9NRG9	convert	ENSP00000209873
Q9NRG9	eggNOG	KOG2139
Q15758	convert	ENSP00000444408
Q15758	eggNOG	KOG3787
Q86V21	convert	ENSP00000324842
Q86V21	eggNOG	KOG1175
P01011	convert	ENSP00000450540
P01011	eggNOG	KOG2392
Q8N5Z0	convert	ENSP00000423190
Q8N5Z0	eggNOG	KOG0634
Q6PD74	convert	ENSP00000261880
Q6PD74	eggNOG	KOG4273
Q2M2I8	convert	ENSP00000386456
Q2M2I8	eggNOG	KOG1989
Q9Y478	convert	ENSP00000229328
Q9Y478	eggNOG	KOG1616
O43741	convert	ENSP00000254101
O43741	eggNOG	KOG1616
P54619	convert	ENSP00000323867
P54619	eggNOG	KOG1764
Q9UGJ0	convert	ENSP00000287878
Q9UGJ0	eggNOG	KOG1764
Q9UGI9	convert	ENSP00000397133
Q9UGI9	eggNOG	KOG1764
Q9H7C9	convert	ENSP00000431808
Q9H7C9	eggNOG	ENOG502S00Z
Q13685	convert	ENSP00000248450
Q13685	eggNOG	KOG0296
Q13131	convert	ENSP00000346148
Q13131	eggNOG	KOG0583
P54646	convert	ENSP00000360290
P54646	eggNOG	KOG0583
Q9Y312	convert	ENSP00000363043
Q9Y312	eggNOG	KOG3937
Q4LEZ3	convert	ENSP00000367528
Q4LEZ3	eggNOG	ENOG502SG9F
Q9BTE6	convert	ENSP00000400870
Q9BTE6	eggNOG	KOG2105
Q9UDR5	convert	ENSP00000377040
Q9UDR5	eggNOG	KOG0172
Q8NHS2	convert	ENSP00000303077
Q8NHS2	eggNOG	KOG1412
P17174	convert	ENSP00000359539
P17174	eggNOG	KOG1412
Q9NY61	convert	ENSP00000477848
Q9NY61	eggNOG	KOG2773
P00505	convert	ENSP00000245206
P00505	eggNOG	KOG1411
Q7Z5M8	convert	ENSP00000336693
Q7Z5M8	eggNOG	KOG1552
Q5VST6	convert	ENSP00000366240
Q5VST6	eggNOG	KOG1552
Q6PCB6	convert	ENSP00000258884
Q6PCB6	eggNOG	KOG1552
Q7Z5R6	convert	ENSP00000365411
Q7Z5R6	eggNOG	KOG3751
P31941	convert	ENSP00000384359
P31941	eggNOG	KOG4075
Q9UH17	convert	ENSP00000327459
Q9UH17	eggNOG	KOG4075
Q9NRW3	convert	ENSP00000355340
Q9NRW3	eggNOG	KOG4075
Q96AK3	convert	ENSP00000216099
Q96AK3	eggNOG	KOG4075
Q8IUX4	convert	ENSP00000309749
Q8IUX4	eggNOG	KOG4075
Q9HC16	convert	ENSP00000385057
Q9HC16	eggNOG	KOG4075
Q6NTF7	convert	ENSP00000385741
Q6NTF7	eggNOG	ENOG502TFVZ
O95477	convert	ENSP00000363868
O95477	eggNOG	KOG0059
Q9BZC7	convert	ENSP00000344155
Q9BZC7	eggNOG	KOG0059
Q99758	convert	ENSP00000301732
Q99758	eggNOG	KOG0059
P78363	convert	ENSP00000359245
P78363	eggNOG	KOG0059
Q8WWZ7	convert	ENSP00000376443
Q8WWZ7	eggNOG	KOG0059
Q8N139	convert	ENSP00000284425
Q8N139	eggNOG	KOG0059
Q8IZY2	convert	ENSP00000263094
Q8IZY2	eggNOG	KOG0059
O94911	convert	ENSP00000467271
O94911	eggNOG	KOG0059
Q8IUA7	convert	ENSP00000342216
Q8IUA7	eggNOG	KOG0059
Q8WWZ4	convert	ENSP00000269081
Q8WWZ4	eggNOG	KOG0059
Q86UK0	convert	ENSP00000272895
Q86UK0	eggNOG	KOG0059
Q86UQ4	convert	ENSP00000411096
Q86UQ4	eggNOG	KOG0059
Q2M3G0	convert	ENSP00000384881
Q2M3G0	eggNOG	KOG0055
Q9NP58	convert	ENSP00000265316
Q9NP58	eggNOG	KOG0056
O75027	convert	ENSP00000253577
O75027	eggNOG	KOG0057
Q9NP78	convert	ENSP00000440288
Q9NP78	eggNOG	KOG0058
Q9NRK6	convert	ENSP00000355637
Q9NRK6	eggNOG	KOG0058
O95342	convert	ENSP00000263817
O95342	eggNOG	KOG0055
Q09428	convert	ENSP00000303960
Q09428	eggNOG	KOG0054
O60706	convert	ENSP00000261200
O60706	eggNOG	KOG0054
P33897	convert	ENSP00000218104
P33897	eggNOG	KOG0064
Q9UBJ2	convert	ENSP00000310688
Q9UBJ2	eggNOG	KOG0064
P28288	convert	ENSP00000359233
P28288	eggNOG	KOG0060
O14678	convert	ENSP00000349396
O14678	eggNOG	KOG0060
P61221	convert	ENSP00000296577
P61221	eggNOG	KOG0063
Q8NE71	convert	ENSP00000313603
Q8NE71	eggNOG	KOG0066
Q9UG63	convert	ENSP00000222388
Q9UG63	eggNOG	KOG0927
Q9NUQ8	convert	ENSP00000411471
Q9NUQ8	eggNOG	KOG0062
P45844	convert	ENSP00000354995
P45844	eggNOG	KOG0061
Q9UNQ0	convert	ENSP00000237612
Q9UNQ0	eggNOG	KOG0061
Q9H172	convert	ENSP00000481728
Q9H172	eggNOG	KOG0061
Q9H222	convert	ENSP00000260645
Q9H222	eggNOG	KOG0061
Q9H221	convert	ENSP00000272286
Q9H221	eggNOG	KOG0061
Q8N2K0	convert	ENSP00000365725
Q8N2K0	eggNOG	KOG1552
Q0P651	convert	ENSP00000381937
Q0P651	eggNOG	KOG1551
P41238	convert	ENSP00000229304
P41238	eggNOG	ENOG502SNW2
Q9Y235	convert	ENSP00000244669
Q9Y235	eggNOG	ENOG502RABR
Q8WW27	convert	ENSP00000310622
Q8WW27	eggNOG	ENOG502QQXT
Q6UXT9	convert	ENSP00000302657
Q6UXT9	eggNOG	KOG1838
Q96SE0	convert	ENSP00000326491
Q96SE0	eggNOG	KOG1838
P08910	convert	ENSP00000268129
P08910	eggNOG	KOG1838
Q8WU67	convert	ENSP00000289119
Q8WU67	eggNOG	KOG1838
Q8TB40	convert	ENSP00000414558
Q8TB40	eggNOG	KOG4409
Q8WTS1	convert	ENSP00000390849
Q8WTS1	eggNOG	KOG4409
Q9BV23	convert	ENSP00000420315
Q9BV23	eggNOG	KOG1454
Q96I13	convert	ENSP00000247706
Q96I13	eggNOG	KOG2382
Q9NUJ1	convert	ENSP00000273359
Q9NUJ1	eggNOG	ENOG502QT21
Q8NFV4	convert	ENSP00000222800
Q8NFV4	eggNOG	KOG2382
Q7L211	convert	ENSP00000365063
Q7L211	eggNOG	KOG4391
Q9BUJ0	convert	ENSP00000273596
Q9BUJ0	eggNOG	ENOG502QR0B
Q96IU4	convert	ENSP00000420065
Q96IU4	eggNOG	ENOG502QR0B
O95870	convert	ENSP00000379282
O95870	eggNOG	KOG1553
Q9H3Z7	convert	ENSP00000358932
Q9H3Z7	eggNOG	KOG1553
Q8IZP0	convert	ENSP00000365312
Q8IZP0	eggNOG	KOG2546
Q9NYB9	convert	ENSP00000295851
Q9NYB9	eggNOG	KOG2546
Q9P2A4	convert	ENSP00000225941
Q9P2A4	eggNOG	KOG2546
Q9NX38	convert	ENSP00000363753
Q9NX38	eggNOG	KOG3266
P00519	convert	ENSP00000361423
P00519	eggNOG	KOG4278
P42684	convert	ENSP00000427562
P42684	eggNOG	KOG4278
O14639	convert	ENSP00000277895
O14639	eggNOG	KOG1044
Q6H8Q1	convert	ENSP00000393511
Q6H8Q1	eggNOG	KOG1044
O94929	convert	ENSP00000425394
O94929	eggNOG	KOG1044
Q9P1F3	convert	ENSP00000356632
Q9P1F3	eggNOG	KOG3376
Q8N0Z2	convert	ENSP00000311436
Q8N0Z2	eggNOG	KOG3376
Q6UWZ7	convert	ENSP00000369857
Q6UWZ7	eggNOG	ENOG502QVCD
Q15018	convert	ENSP00000298492
Q15018	eggNOG	ENOG502QTRN
Q12979	convert	ENSP00000303909
Q12979	eggNOG	KOG4269
Q9ULW3	convert	ENSP00000274849
Q9ULW3	eggNOG	KOG3152
Q969K4	convert	ENSP00000232744
Q969K4	eggNOG	KOG0511
Q8N961	convert	ENSP00000410157
Q8N961	eggNOG	ENOG502QSQY
Q13085	convert	ENSP00000483300
Q13085	eggNOG	KOG0368
O00763	convert	ENSP00000341044
O00763	eggNOG	KOG0368
Q9UKU7	convert	ENSP00000281182
Q9UKU7	eggNOG	KOG0140
Q9H845	convert	ENSP00000312618
Q9H845	eggNOG	KOG0137
P28330	convert	ENSP00000233710
P28330	eggNOG	KOG0141
P11310	convert	ENSP00000359871
P11310	eggNOG	KOG0140
P16219	convert	ENSP00000242592
P16219	eggNOG	KOG0139
P49748	convert	ENSP00000438689
P49748	eggNOG	KOG0137
Q15027	convert	ENSP00000158762
Q15027	eggNOG	KOG0521
Q15057	convert	ENSP00000324287
Q15057	eggNOG	KOG0521
Q96P50	convert	ENSP00000346733
Q96P50	eggNOG	KOG0521
O00400	convert	ENSP00000376587
O00400	eggNOG	KOG3574
Q5T8D3	convert	ENSP00000379568
Q5T8D3	eggNOG	KOG0817
Q9BR61	convert	ENSP00000356567
Q9BR61	eggNOG	KOG0817
Q8N6N7	convert	ENSP00000367453
Q8N6N7	eggNOG	KOG0817
Q96GR2	convert	ENSP00000258873
Q96GR2	eggNOG	KOG1256
Q5FVE4	convert	ENSP00000465589
Q5FVE4	eggNOG	KOG1256
P07108	convert	ENSP00000439012
P07108	eggNOG	KOG0817
Q6JQN1	convert	ENSP00000389813
Q6JQN1	eggNOG	KOG1469
Q6JQN1	eggNOG	KOG3085
Q709F0	convert	ENSP00000264990
Q709F0	eggNOG	KOG1469
P45954	convert	ENSP00000357873
P45954	eggNOG	KOG0139
Q96AP0	convert	ENSP00000483117
Q96AP0	eggNOG	ENOG502SAN8
Q9BYF1	convert	ENSP00000389326
Q9BYF1	eggNOG	KOG3690
Q8TDN7	convert	ENSP00000301452
Q8TDN7	eggNOG	KOG2329
Q5QJU3	convert	ENSP00000342609
Q5QJU3	eggNOG	KOG2329
Q9NUN7	convert	ENSP00000434480
Q9NUN7	eggNOG	KOG2329
P22303	convert	ENSP00000303211
P22303	eggNOG	KOG4389
P12821	convert	ENSP00000290866
P12821	eggNOG	KOG3690
Q9GZZ6	convert	ENSP00000250699
Q9GZZ6	eggNOG	KOG3645
Q15822	convert	ENSP00000385026
Q15822	eggNOG	KOG3645
P32297	convert	ENSP00000315602
P32297	eggNOG	KOG3645
P43681	convert	ENSP00000359285
P43681	eggNOG	KOG3645
P30532	convert	ENSP00000299565
P30532	eggNOG	KOG3645
Q15825	convert	ENSP00000276410
Q15825	eggNOG	KOG3645
P36544	convert	ENSP00000407546
P36544	eggNOG	KOG3646
Q9UGM1	convert	ENSP00000312663
Q9UGM1	eggNOG	KOG3645
P02708	convert	ENSP00000261007
P02708	eggNOG	KOG3645
P17787	convert	ENSP00000357461
P17787	eggNOG	KOG3645
Q05901	convert	ENSP00000289957
Q05901	eggNOG	KOG3645
P30926	convert	ENSP00000261751
P30926	eggNOG	KOG3645
P11230	convert	ENSP00000304290
P11230	eggNOG	KOG3645
Q07001	convert	ENSP00000258385
Q07001	eggNOG	KOG3645
Q04844	convert	ENSP00000293780
Q04844	eggNOG	KOG3645
P07510	convert	ENSP00000374145
P07510	eggNOG	KOG3645
Q9UKV3	convert	ENSP00000262710
Q9UKV3	eggNOG	KOG2416
Q07912	convert	ENSP00000371341
Q07912	eggNOG	KOG0199
Q6P4H8	convert	ENSP00000422338
Q6P4H8	eggNOG	KOG4058
Q16570	convert	ENSP00000357103
Q16570	eggNOG	ENOG502SNW7
O00590	convert	ENSP00000416996
O00590	eggNOG	KOG3656
P25106	convert	ENSP00000272928
P25106	eggNOG	KOG3656
Q9NPB9	convert	ENSP00000249887
Q9NPB9	eggNOG	KOG3656
Q5JWF8	convert	ENSP00000329647
Q5JWF8	eggNOG	KOG0676
O96019	convert	ENSP00000397552
O96019	eggNOG	KOG0679
O94805	convert	ENSP00000160382
O94805	eggNOG	KOG0679
Q9Y615	convert	ENSP00000334300
Q9Y615	eggNOG	KOG0676
Q9Y614	convert	ENSP00000363799
Q9Y614	eggNOG	KOG0676
P53396	convert	ENSP00000253792
P53396	eggNOG	KOG1254
P11229	convert	ENSP00000306490
P11229	eggNOG	KOG4220
P08172	convert	ENSP00000399745
P08172	eggNOG	KOG4220
P20309	convert	ENSP00000255380
P20309	eggNOG	KOG4220
P08173	convert	ENSP00000409378
P08173	eggNOG	KOG4220
P08912	convert	ENSP00000372750
P08912	eggNOG	KOG4220
Q8TDX5	convert	ENSP00000348459
Q8TDX5	eggNOG	KOG4245
Q8WXI4	convert	ENSP00000360366
Q8WXI4	eggNOG	KOG2763
Q8WYK0	convert	ENSP00000303246
Q8WYK0	eggNOG	KOG2763
Q9NPJ3	convert	ENSP00000230048
Q9NPJ3	eggNOG	KOG3328
P21399	convert	ENSP00000309477
P21399	eggNOG	KOG0452
Q99798	convert	ENSP00000216254
Q99798	eggNOG	KOG0453
Q86TX2	convert	ENSP00000311224
Q86TX2	eggNOG	ENOG502QQ8Z
P49753	convert	ENSP00000238651
P49753	eggNOG	ENOG502QQ8Z
Q8N9L9	convert	ENSP00000323071
Q8N9L9	eggNOG	ENOG502QQ8Z
Q3I5F7	convert	ENSP00000370531
Q3I5F7	eggNOG	ENOG502QQ8Z
O14734	convert	ENSP00000217455
O14734	eggNOG	KOG3016
Q9Y305	convert	ENSP00000368605
Q9Y305	eggNOG	KOG2763
Q15067	convert	ENSP00000293217
Q15067	eggNOG	KOG0136
Q99424	convert	ENSP00000307697
Q99424	eggNOG	KOG0136
O15254	convert	ENSP00000348775
O15254	eggNOG	KOG0135
Q9NUZ1	convert	ENSP00000407761
Q9NUZ1	eggNOG	KOG0135
Q6ZNF0	convert	ENSP00000327557
Q6ZNF0	eggNOG	KOG1378
P13798	convert	ENSP00000296456
P13798	eggNOG	KOG2100
O14561	convert	ENSP00000458770
O14561	eggNOG	KOG1748
Q8NEB7	convert	ENSP00000229243
Q8NEB7	eggNOG	ENOG502R6TS
Q96QF7	convert	ENSP00000362799
Q96QF7	eggNOG	KOG3854
P10323	convert	ENSP00000216139
P10323	eggNOG	KOG3627
Q08AH3	convert	ENSP00000459451
Q08AH3	eggNOG	KOG1175
Q68CK6	convert	ENSP00000327453
Q68CK6	eggNOG	KOG1175
Q9NUB1	convert	ENSP00000316924
Q9NUB1	eggNOG	KOG1175
Q9NR19	convert	ENSP00000253382
Q9NR19	eggNOG	KOG1175
Q96CM8	convert	ENSP00000401831
Q96CM8	eggNOG	KOG1177
Q4G176	convert	ENSP00000479130
Q4G176	eggNOG	KOG1176
Q4L235	convert	ENSP00000205214
Q4L235	eggNOG	KOG1178
Q4L235	eggNOG	KOG4649
P33121	convert	ENSP00000422607
P33121	eggNOG	KOG1256
O95573	convert	ENSP00000350012
O95573	eggNOG	KOG1180
O60488	convert	ENSP00000339787
O60488	eggNOG	KOG1180
Q9ULC5	convert	ENSP00000348429
Q9ULC5	eggNOG	KOG1256
Q9UKU0	convert	ENSP00000368566
Q9UKU0	eggNOG	KOG1256
Q08AH1	convert	ENSP00000301956
Q08AH1	eggNOG	KOG1175
Q53FZ2	convert	ENSP00000289416
Q53FZ2	eggNOG	KOG1175
P0C7M7	convert	ENSP00000382349
P0C7M7	eggNOG	KOG1175
Q6NUN0	convert	ENSP00000327916
Q6NUN0	eggNOG	KOG1175
Q6P461	convert	ENSP00000340296
Q6P461	eggNOG	KOG1175
Q9H6R3	convert	ENSP00000449535
Q9H6R3	eggNOG	KOG1175
P62736	convert	ENSP00000402373
P62736	eggNOG	KOG0676
Q562R1	convert	ENSP00000416706
Q562R1	eggNOG	KOG0676
P60709	convert	ENSP00000349960
P60709	eggNOG	KOG0676
P68032	convert	ENSP00000290378
P68032	eggNOG	KOG0676
P63261	convert	ENSP00000458162
P63261	eggNOG	KOG0676
Q01718	convert	ENSP00000333821
Q01718	eggNOG	KOG3656
P63267	convert	ENSP00000386857
P63267	eggNOG	KOG0676
Q9H568	convert	ENSP00000364555
Q9H568	eggNOG	KOG0676
Q8TC94	convert	ENSP00000316674
Q8TC94	eggNOG	KOG0676
P12814	convert	ENSP00000377941
P12814	eggNOG	KOG0035
P35609	convert	ENSP00000443495
P35609	eggNOG	KOG0035
Q08043	convert	ENSP00000422007
Q08043	eggNOG	KOG0035
O43707	convert	ENSP00000252699
O43707	eggNOG	KOG0035
P68133	convert	ENSP00000355645
P68133	eggNOG	KOG0676
Q8TDG2	convert	ENSP00000360165
Q8TDG2	eggNOG	KOG0676
Q8TDY3	convert	ENSP00000367658
Q8TDY3	eggNOG	KOG0676
Q9BYD9	convert	ENSP00000333037
Q9BYD9	eggNOG	KOG0676
P42025	convert	ENSP00000289228
P42025	eggNOG	KOG0676
P61163	convert	ENSP00000358921
P61163	eggNOG	KOG0676
P36896	convert	ENSP00000442656
P36896	eggNOG	KOG2052
Q8NER5	convert	ENSP00000243349
Q8NER5	eggNOG	KOG2052
P37023	convert	ENSP00000373574
P37023	eggNOG	KOG2052
Q04771	convert	ENSP00000263640
Q04771	eggNOG	KOG2052
Q03154	convert	ENSP00000384296
Q03154	eggNOG	KOG2275
P45381	convert	ENSP00000263080
P45381	eggNOG	ENOG502QRAK
Q96HD9	convert	ENSP00000255082
Q96HD9	eggNOG	ENOG502QRAK
P07311	convert	ENSP00000238618
P07311	eggNOG	KOG3360
P14621	convert	ENSP00000378161
P14621	eggNOG	KOG3360
O14672	convert	ENSP00000260408
O14672	eggNOG	KOG3658
O75078	convert	ENSP00000200557
O75078	eggNOG	KOG3607
O43184	convert	ENSP00000357668
O43184	eggNOG	KOG3607
Q13444	convert	ENSP00000349436
Q13444	eggNOG	KOG3607
P78536	convert	ENSP00000309968
P78536	eggNOG	KOG3658
Q9Y3Q7	convert	ENSP00000265707
Q9Y3Q7	eggNOG	KOG3607
Q9H013	convert	ENSP00000257527
Q9H013	eggNOG	KOG3607
P35348	convert	ENSP00000369960
P35348	eggNOG	KOG3656
P35368	convert	ENSP00000306662
P35368	eggNOG	KOG3656
P25100	convert	ENSP00000368766
P25100	eggNOG	KOG3656
O43506	convert	ENSP00000256389
O43506	eggNOG	KOG3607
Q9UKJ8	convert	ENSP00000474385
Q9UKJ8	eggNOG	KOG3607
Q9P0K1	convert	ENSP00000265727
Q9P0K1	eggNOG	KOG3607
O75077	convert	ENSP00000264377
O75077	eggNOG	KOG3607
Q9UKQ2	convert	ENSP00000265769
Q9UKQ2	eggNOG	KOG3607
Q9UKF5	convert	ENSP00000484862
Q9UKF5	eggNOG	KOG3607
P08913	convert	ENSP00000280155
P08913	eggNOG	KOG3656
P18089	convert	ENSP00000480573
P18089	eggNOG	KOG3656
P18825	convert	ENSP00000386069
P18825	eggNOG	KOG3656
Q9NZK5	convert	ENSP00000382731
Q9NZK5	eggNOG	KOG1097
Q9UKF2	convert	ENSP00000358407
Q9UKF2	eggNOG	KOG3607
Q8TC27	convert	ENSP00000369238
Q8TC27	eggNOG	KOG3607
Q9BZ11	convert	ENSP00000348912
Q9BZ11	eggNOG	KOG3607
Q96M93	convert	ENSP00000296513
Q96M93	eggNOG	KOG2777
Q8NCV1	convert	ENSP00000268624
Q8NCV1	eggNOG	KOG2777
Q6DHV7	convert	ENSP00000398744
Q6DHV7	eggNOG	KOG1097
Q99965	convert	ENSP00000265708
Q99965	eggNOG	KOG3607
Q9H2U9	convert	ENSP00000175238
Q9H2U9	eggNOG	KOG3607
P78325	convert	ENSP00000453302
P78325	eggNOG	KOG3607
Q13443	convert	ENSP00000419446
Q13443	eggNOG	KOG3607
O75689	convert	ENSP00000442682
O75689	eggNOG	KOG0703
Q9NPF8	convert	ENSP00000329468
Q9NPF8	eggNOG	KOG0703
O00116	convert	ENSP00000264167
O00116	eggNOG	KOG1233
Q9BUB4	convert	ENSP00000310015
Q9BUB4	eggNOG	KOG2777
Q7Z6V5	convert	ENSP00000237283
Q7Z6V5	eggNOG	KOG1018
Q96EY9	convert	ENSP00000332448
Q96EY9	eggNOG	KOG2771
P00813	convert	ENSP00000361965
P00813	eggNOG	KOG1097
Q86TW2	convert	ENSP00000238561
Q86TW2	eggNOG	KOG1235
Q7Z695	convert	ENSP00000072869
Q7Z695	eggNOG	KOG1236
Q3MIX3	convert	ENSP00000310547
Q3MIX3	eggNOG	KOG1235
Q6P093	convert	ENSP00000348911
Q6P093	eggNOG	KOG1515
Q5VUY0	convert	ENSP00000352268
Q5VUY0	eggNOG	KOG1515
Q5VUY2	convert	ENSP00000365395
Q5VUY2	eggNOG	KOG1515
Q08828	convert	ENSP00000297323
Q08828	eggNOG	KOG3619
Q08462	convert	ENSP00000342952
Q08462	eggNOG	KOG3619
O60266	convert	ENSP00000260600
O60266	eggNOG	KOG3619
Q8NFM4	convert	ENSP00000312126
Q8NFM4	eggNOG	KOG3619
O95622	convert	ENSP00000419361
O95622	eggNOG	KOG3619
O43306	convert	ENSP00000311405
O43306	eggNOG	KOG3619
P51828	convert	ENSP00000378187
P51828	eggNOG	KOG3619
P40145	convert	ENSP00000286355
P40145	eggNOG	KOG3619
O60503	convert	ENSP00000294016
O60503	eggNOG	KOG3618
Q96PN6	convert	ENSP00000356825
Q96PN6	eggNOG	ENOG502QPPT
P35611	convert	ENSP00000264758
P35611	eggNOG	KOG3699
P35612	convert	ENSP00000264436
P35612	eggNOG	KOG3699
Q9UEY8	convert	ENSP00000348381
Q9UEY8	eggNOG	KOG3699
O15204	convert	ENSP00000256412
O15204	eggNOG	KOG3607
Q8N7X0	convert	ENSP00000381036
Q8N7X0	eggNOG	KOG0045
P07327	convert	ENSP00000209668
P07327	eggNOG	KOG0022
P00325	convert	ENSP00000306606
P00325	eggNOG	KOG0022
P00326	convert	ENSP00000426083
P00326	eggNOG	KOG0022
