O13907	convert	SPAC22A12.16.1
O13907	eggNOG	KOG1254
Q1MTN8	convert	SPBC16D10.01c.1
Q1MTN8	eggNOG	ENOG502QSAH
O94523	convert	SPCC1281.06c.1
O94523	eggNOG	KOG0537
O94523	eggNOG	KOG1600
Q9P7D4	convert	SPBP4H10.15.1
Q9P7D4	eggNOG	KOG0453
O13966	convert	SPAC24C9.06c.1
O13966	eggNOG	KOG0453
Q10217	convert	SPAC4H3.09.1
Q10217	eggNOG	KOG1748
G2TRL9	convert	SPAC3G9.17.1
P78773	convert	SPCC191.02c.1
P78773	eggNOG	KOG1175
P10989	convert	SPBC32H8.12c.1
P10989	eggNOG	KOG0676
Q9P7J7	convert	SPCC24B10.08c.1
Q9P7J7	eggNOG	KOG0457
O94277	convert	SPBP8B7.29.1
O94277	eggNOG	KOG1224
Q7LKY2	convert	SPBC1289.14.1
Q7LKY2	eggNOG	KOG3699
Q9P6I7	convert	SPBC1198.02.1
Q9P6I7	eggNOG	KOG1097
Q9P7E7	convert	SPAPJ760.03c.1
O13854	convert	SPAC19G12.16c.1
O74851	convert	SPCC18.01c.1
O74851	eggNOG	ENOG502QWHV
Q09669	convert	SPAC5H10.06c.1
Q09669	eggNOG	KOG3857
P00332	convert	SPCC13B11.01.1
P00332	eggNOG	KOG0023
P78825	convert	SPCC338.14.1
P78825	eggNOG	KOG2854
O74364	convert	SPBC30B4.03c.1
O74364	eggNOG	ENOG502QTWZ
O94619	convert	SPBC1289.10c.1
O94619	eggNOG	ENOG502R28W
O74522	convert	SPCC1494.10.1
O74522	eggNOG	ENOG502R28W
Q09749	convert	SPBC12C2.09c.1
Q09749	eggNOG	KOG0748
O59710	convert	SPBC3B8.01c.1
O59710	eggNOG	KOG1800
Q09188	convert	SPBC530.10c.1
Q09188	eggNOG	KOG0749
Q8NIL3	convert	SPBPB21E7.07.1
Q8NIL3	eggNOG	KOG3033
Q10319	convert	SPAC17G8.07.1
Q10319	eggNOG	KOG3149
O60058	convert	SPBC56F2.07c.1
O60058	eggNOG	KOG0730
Q9URZ0	convert	SPAC869.07c.1
Q9URZ0	eggNOG	KOG2366
Q9C0Y4	convert	SPAPB24D3.10c.1
Q9C0Y4	eggNOG	KOG1065
Q09687	convert	SPAC13C5.05c.1
Q09687	eggNOG	KOG2537
Q09770	convert	SPAC1296.01c.1
Q09770	eggNOG	KOG2537
O13716	convert	SPAC14C4.09.1
O13716	eggNOG	ENOG502RZ85
O94510	convert	SPBC646.06c.1
O94510	eggNOG	ENOG502RSZT
O74957	convert	SPCC736.11.1
O74957	eggNOG	KOG1041
Q9USK8	convert	SPCC1281.01.1
Q9USK8	eggNOG	ENOG502QSGC
Q10499	convert	SPAC26F1.14c.1
Q10499	eggNOG	KOG1336
Q9UUF4	convert	SPBC17A3.02.1
Q9UUF4	eggNOG	ENOG502S412
O13728	convert	SPAC15A10.08.1
O13728	eggNOG	KOG0035
Q9P795	convert	SPBP35G2.08c.1
Q9P795	eggNOG	KOG4400
Q09701	convert	SPAC2F7.10.1
Q09701	eggNOG	KOG0509
O60163	convert	SPBC19F5.04.1
O60163	eggNOG	KOG0456
Q10334	convert	SPBC582.08.1
Q10334	eggNOG	KOG0258
O42916	convert	SPBC16A3.10.1
O42916	eggNOG	KOG2704
O43078	convert	SPBC947.01.1
O43078	eggNOG	KOG0740
P36580	convert	SPBC19C2.07.1
P36580	eggNOG	KOG4153
Q10254	convert	SPAC56F8.06c.1
Q10254	eggNOG	KOG2642
O74878	convert	SPCC330.08.1
O74878	eggNOG	KOG1387
Q9USD4	convert	SPBC1734.12c.1
Q9USD4	eggNOG	KOG2516
O14190	convert	SPAC56E4.02c.1
O14190	eggNOG	KOG3349
O14199	convert	SPAC5D6.06c.1
O14199	eggNOG	KOG3339
O13933	convert	SPAC23C4.14.1
O13933	eggNOG	KOG2941
Q96WW6	convert	SPBC11B10.01.1
Q96WW6	eggNOG	KOG0853
Q9Y7I4	convert	SPAC7D4.06c.1
Q9Y7I4	eggNOG	KOG2762
O60061	convert	SPBC56F2.10c.1
O60061	eggNOG	KOG2977
O43053	convert	SPBC342.01c.1
O43053	eggNOG	KOG2575
Q10479	convert	SPAC17C9.07.1
Q10479	eggNOG	KOG2576
Q9P7Q9	convert	SPAC1834.05.1
Q9P7Q9	eggNOG	KOG2515
O60066	convert	SPBC13G1.04c.1
O60066	eggNOG	KOG2731
O13843	convert	SPAC19G12.04.1
O13843	eggNOG	ENOG502S1JQ
Q09913	convert	SPAC1F7.09c.1
Q09913	eggNOG	KOG4145
Q9UTK5	convert	SPAC1486.04c.1
Q9UTK5	eggNOG	KOG4674
Q9HDX8	convert	SPAPB1A10.12c.1
Q9HDX8	eggNOG	KOG4730
Q10235	convert	SPAC13D6.05.1
Q10235	eggNOG	KOG3206
O94534	convert	SPCC895.07.1
O94534	eggNOG	KOG1820
P87244	convert	SPCC4G3.19.1
Q10197	convert	SPBC11C11.04c.1
Q10197	eggNOG	KOG1943
Q10303	convert	SPAC22H10.10.1
Q10303	eggNOG	KOG3207
Q9Y705	convert	SPBC365.15.1
Q9Y705	eggNOG	KOG2001
Q9USQ2	convert	SPBC428.20c.1
Q9USQ2	eggNOG	KOG2000
Q9URY2	convert	SPAC890.02c.1
Q9URY2	eggNOG	ENOG502S2YR
O59828	convert	SPCC965.08c.1
O59828	eggNOG	ENOG502S6C6
Q9P5N3	convert	SPBC359.02.1
Q9P5N3	eggNOG	ENOG502S6C6
Q8WZK5	convert	SPBC839.02.1
Q8WZK5	eggNOG	KOG3780
O74798	convert	SPBC2D10.04.1
O74798	eggNOG	KOG3780
O74315	convert	SPBC15D4.10c.1
O74315	eggNOG	KOG0845
P50998	convert	SPBC106.04.1
P50998	eggNOG	KOG1096
Q9URT4	convert	SPCC290.04.1
Q9URT4	eggNOG	ENOG502QUGJ
Q9C0V1	convert	SPCPB1C11.01.1
Q9C0V1	eggNOG	KOG0682
Q9US00	convert	SPAC664.14.1
Q9US00	eggNOG	KOG0682
Q9P7F3	convert	SPAC2E1P3.02c.1
Q9P7F3	eggNOG	KOG0682
O74922	convert	SPCC757.12.1
O74922	eggNOG	KOG0471
Q09840	convert	SPAC23D3.14c.1
Q09840	eggNOG	KOG0471
Q9Y7S9	convert	SPCC63.02c.1
Q9Y7S9	eggNOG	KOG0471
O42918	convert	SPBC16A3.13.1
O42918	eggNOG	KOG0471
O60087	convert	SPBC14C8.05c.1
O60087	eggNOG	ENOG502QPM2
Q9URX7	convert	SPAC890.07c.1
Q9URX7	eggNOG	KOG1499
O13648	convert	SPBC8D2.10c.1
O13648	eggNOG	KOG1499
O74745	convert	SPBC1734.04.1
O74745	eggNOG	ENOG502QVDT
O43079	convert	SPBC947.02.1
O43079	eggNOG	KOG1061
Q9UU81	convert	SPCP1E11.06.1
Q9UU81	eggNOG	KOG1062
Q9HFE5	convert	SPBP16F5.07.1
Q9HFE5	eggNOG	KOG0937
Q9P7N2	convert	SPAP27G11.06c.1
Q9P7N2	eggNOG	KOG0934
Q01663	convert	SPAC1783.07c.1
Q01663	eggNOG	ENOG502RPD7
Q9C0W7	convert	SPBC691.03c.1
Q9C0W7	eggNOG	KOG1077
O43005	convert	SPBC2G2.06c.1
O43005	eggNOG	KOG1061
Q09718	convert	SPAC31A2.09c.1
Q09718	eggNOG	KOG0938
Q9Y7L6	convert	SPBC685.04c.1
Q9Y7L6	eggNOG	KOG0935
O13939	convert	SPAC23H3.06.1
O13939	eggNOG	KOG1060
Q9UTL8	convert	SPAC144.06.1
Q9UTL8	eggNOG	KOG1059
O94669	convert	SPBC651.11c.1
O94669	eggNOG	KOG2740
Q09905	convert	SPAC30D11.05.1
Q09905	eggNOG	KOG0936
O42971	convert	SPBC1A4.01.1
O42971	eggNOG	KOG3437
Q9UT86	convert	SPAC343.03.1
Q9UT86	eggNOG	KOG1493
O74358	convert	SPBC28E12.01c.1
O74358	eggNOG	ENOG502S7KP
O42659	convert	SPAC27D7.05c.1
O94688	convert	SPBC83.04.1
O94688	eggNOG	ENOG502SGKU
Q9URV2	convert	SPBC106.09.1
Q9URV2	eggNOG	KOG1858
Q874R3	convert	SPBP23A10.04.1
Q874R3	eggNOG	KOG2165
P10505	convert	SPAC17C9.01c.1
P10505	eggNOG	KOG1126
O42839	convert	SPAC19G12.01c.1
O42839	eggNOG	KOG4640
Q9P4W7	convert	SPAC959.09c.1
Q9P4W7	eggNOG	KOG4322
O94556	convert	SPAC6F12.14.1
O94556	eggNOG	KOG1155
Q9USX1	convert	SPBC1921.05.1
Q9USX1	eggNOG	KOG1046
P49776	convert	SPCC4G3.02.1
P49776	eggNOG	KOG3379
P87175	convert	SPBC3D6.10.1
P87175	eggNOG	KOG1294
Q9P7E8	convert	SPAPJ760.02c.1
Q9P7E8	eggNOG	KOG3655
O94353	convert	SPBC428.04.1
Q09790	convert	SPAC13G6.14.1
Q09790	eggNOG	KOG2839
O42881	convert	SPAC8E11.04c.1
O42881	eggNOG	KOG2112
O74859	convert	SPCC18.09c.1
O74859	eggNOG	KOG0562
O42842	convert	SPAC23A1.03.1
O42842	eggNOG	KOG1712
Q9P7B8	convert	SPAC140.03.1
Q9P7B8	eggNOG	ENOG502S0TP
Q10271	convert	SPAC13G7.07.1
Q9P6K7	convert	SPAC30C2.04.1
Q9P6K7	eggNOG	KOG2241
Q9UTI3	convert	SPAC15E1.08.1
Q9UTI3	eggNOG	KOG3235
Q10269	convert	SPAC13G7.05.1
Q10269	eggNOG	KOG0380
Q9UU82	convert	SPCP1E11.05c.1
Q9UU82	eggNOG	KOG0380
P36579	convert	SPBC4F6.18c.1
P36579	eggNOG	KOG0070
Q9Y7Z2	convert	SPBC1539.08.1
Q9Y7Z2	eggNOG	KOG0071
P31318	convert	SPAC4G9.09c.1
P31318	eggNOG	KOG2436
P31318	eggNOG	KOG4354
O74548	convert	SPCC777.09c.1
O74548	eggNOG	KOG1401
P37818	convert	SPBP26C9.02c.1
P37818	eggNOG	KOG2965
Q10066	convert	SPAC3H1.07.1
Q10066	eggNOG	KOG2965
O94346	convert	SPBC1271.14.1
O94346	eggNOG	KOG2786
O59790	convert	SPCC320.13c.1
O59790	eggNOG	KOG0580
P40369	convert	SPBC1773.14.1
P40369	eggNOG	KOG1316
P50514	convert	SPBC1539.03c.1
P50514	eggNOG	KOG1316
Q09767	convert	SPAC22F3.05c.1
Q09767	eggNOG	KOG0073
Q9P7R0	convert	SPAC1834.02.1
Q9P7R0	eggNOG	KOG0692
O74413	convert	SPCC1223.14.1
O74413	eggNOG	KOG4492
Q09755	convert	SPAC24H6.10c.1
Q09755	eggNOG	ENOG502QPSU
Q9UT09	convert	SPAP8A3.07c.1
Q9UT09	eggNOG	ENOG502QPSU
O60054	convert	SPBC56F2.03.1
O60054	eggNOG	ENOG502RS0F
O94630	convert	SPBC1347.12.1
O94630	eggNOG	KOG0676
Q9UUJ1	convert	SPAC11H11.06.1
Q9UUJ1	eggNOG	KOG0677
P32390	convert	SPAC630.03.1
P32390	eggNOG	KOG0678
Q09849	convert	SPAC23D3.09.1
Q09849	eggNOG	KOG0679
Q9P7X7	convert	SPBP23A10.08.1
Q9P7X7	eggNOG	KOG0679
Q9Y7X8	convert	SPBC365.10.1
Q9Y7X8	eggNOG	KOG0681
O94241	convert	SPCC550.12.1
O94241	eggNOG	KOG0680
Q9US07	convert	SPAC664.02c.1
Q9US07	eggNOG	KOG0797
Q9UTQ7	convert	SPAC1071.06.1
Q9UTQ7	eggNOG	KOG0676
P78774	convert	SPBC14C8.06.1
P78774	eggNOG	KOG1523
O14241	convert	SPAC6F6.10c.1
O14241	eggNOG	KOG2826
Q9Y7J4	convert	SPBC1778.08c.1
Q9Y7J4	eggNOG	KOG3155
Q92352	convert	SPAC6G9.07c.1
Q92352	eggNOG	KOG1876
Q10316	convert	SPAC17G8.04c.1
Q10316	eggNOG	KOG3380
Q9UT55	convert	SPAC806.04c.1
Q9UT55	eggNOG	KOG3870
O94725	convert	SPCC1393.13.1
O94725	eggNOG	KOG3870
O42956	convert	SPBC19G7.08c.1
O42956	eggNOG	ENOG502RX7P
Q9HDX5	convert	SPAPB1A10.15.1
Q9HDX5	eggNOG	KOG3134
O60180	convert	SPBC23E6.05.1
O60180	eggNOG	KOG2776
O60077	convert	SPCC1494.03.1
O60077	eggNOG	KOG4500
Q9UTR9	convert	SPAC1006.02.1
Q9UTR9	eggNOG	KOG0322
Q9HDY1	convert	SPAPB1A10.09.1
Q9HDY1	eggNOG	KOG4302
O74515	convert	SPCC663.05c.1
O74515	eggNOG	KOG3265
O60070	convert	SPBC13G1.08c.1
O60070	eggNOG	KOG2626
Q9P6S5	convert	SPBC27.02c.1
Q9P6S5	eggNOG	ENOG502RZQN
Q09788	convert	SPAC13G6.10c.1
Q09788	eggNOG	ENOG502RXK9
O74397	convert	SPBC4F6.11c.1
O74397	eggNOG	KOG0573
P78753	convert	SPBC119.10.1
P78753	eggNOG	KOG0571
P87015	convert	SPAC186.03.1
P87015	eggNOG	KOG0503
Q9UTS7	convert	SPAC977.12.1
Q9UTS7	eggNOG	KOG0503
Q8NKC0	convert	SPBPB21E7.09.1
Q8NKC0	eggNOG	KOG0503
Q8TFF8	convert	SPBPB8B6.05c.1
Q8TFF8	eggNOG	KOG0503
O94354	convert	SPBC428.05c.1
O94354	eggNOG	KOG1706
O14061	convert	SPCC962.05.1
O59868	convert	SPBC31E1.02c.1
O59868	eggNOG	KOG0202
Q9HDW7	convert	SPAPB2B4.04c.1
Q9HDW7	eggNOG	KOG0204
P22189	convert	SPBC839.06.1
P22189	eggNOG	KOG0202
O14072	convert	SPACUNK4.07c.1
O14072	eggNOG	KOG0209
O74431	convert	SPCC1672.11c.1
O74431	eggNOG	KOG0208
Q09891	convert	SPAC24B11.12c.1
Q09891	eggNOG	KOG0206
O36028	convert	SPAC4F10.16c.1
O36028	eggNOG	KOG0206
O14133	convert	SPAC3C7.07c.1
O14133	eggNOG	KOG1193
P52890	convert	SPBC29B5.01.1
P52890	eggNOG	KOG1414
P78962	convert	SPBC2F12.09c.1
P78962	eggNOG	KOG1414
Q09771	convert	SPAC22F3.02.1
Q09771	eggNOG	KOG1414
Q9UTD5	convert	SPAC227.04.1
Q9UTD5	eggNOG	ENOG502SBNV
O14261	convert	SPAC7D4.04.1
O14261	eggNOG	ENOG502QVZE
Q9US24	convert	SPAC1783.06c.1
Q9US24	eggNOG	KOG3439
O36019	convert	SPAC4F10.07c.1
O36019	eggNOG	KOG4573
O42862	convert	SPAC25A8.02.1
O13934	convert	SPAC23C4.16c.1
O13934	eggNOG	KOG4540
O94656	convert	SPBC405.05.1
O42651	convert	SPAC10F6.11c.1
O42651	eggNOG	ENOG502RW77
Q9HDZ7	convert	SPAC589.07c.1
Q9HDZ7	eggNOG	KOG2110
Q9Y7T4	convert	SPCC63.08c.1
Q9Y7T4	eggNOG	KOG0595
Q9USM8	convert	SPCC16A11.08.1
Q9USM8	eggNOG	KOG2273
Q09812	convert	SPAC2G11.13.1
Q09812	eggNOG	ENOG502QR9I
O94649	convert	SPBC31E1.01c.1
O94649	eggNOG	KOG2993
O43035	convert	SPBC3B9.06c.1
O43035	eggNOG	KOG2981
Q9P373	convert	SPAC19B12.08.1
Q9P373	eggNOG	KOG2674
O74971	convert	SPBC4B4.10c.1
O74971	eggNOG	KOG2976
O43069	convert	SPBC6B1.05c.1
O43069	eggNOG	KOG2337
O94272	convert	SPBP8B7.24c.1
O94272	eggNOG	KOG1654
O74312	convert	SPBC15D4.07c.1
O74312	eggNOG	KOG2173
Q9USW1	convert	SPBC21B10.03c.1
Q9USW1	eggNOG	KOG2375
O74523	convert	SPCC70.02c.1
Q9UTN9	convert	SPAC1250.04c.1
Q9UTN9	eggNOG	KOG4062
O14286	convert	SPAC15A10.01.1
O14286	eggNOG	KOG0057
O74630	convert	SPCC23B6.03c.1
O74630	eggNOG	KOG0892
Q09836	convert	SPAC4G8.11c.1
Q09836	eggNOG	KOG4614
P87127	convert	SPAC3A12.12.1
P87127	eggNOG	KOG3281
Q9UT16	convert	SPAC9.12c.1
Q9UT16	eggNOG	KOG3015
O59673	convert	SPBC29A3.10c.1
O13931	convert	SPAC23C4.11.1
O13931	eggNOG	ENOG502RAAZ
C6Y4A3	convert	SPAC25H1.10c.1
C6Y4A3	eggNOG	ENOG502RDPM
Q1MTR0	convert	SPCC320.12.1
Q1MTR0	eggNOG	KOG3314
Q09726	convert	SPAC31A2.06.1
P87316	convert	SPBC31F10.15c.1
P87316	eggNOG	KOG3495
P21535	convert	SPMIT.07.1
P21535	eggNOG	KOG4665
O94390	convert	SPBC29A10.13.1
O94390	eggNOG	KOG3366
P21536	convert	SPMIT.09.1
P21537	convert	SPMIT.10.1
P21537	eggNOG	KOG3025
P24487	convert	SPAC14C4.14.1
P24487	eggNOG	KOG1353
P22068	convert	SPAC222.12c.1
P22068	eggNOG	KOG1350
Q9P6R6	convert	SPBC13E7.04.1
Q9P6R6	eggNOG	KOG1758
O94373	convert	SPBC1604.07.1
O94373	eggNOG	KOG3976
O74754	convert	SPBC1734.13.1
O74754	eggNOG	KOG1531
Q9URV6	convert	SPBC106.05c.1
O94377	convert	SPBC1604.11.1
O94377	eggNOG	ENOG502S739
Q09774	convert	SPAC22F3.07c.1
O74479	convert	SPCC1840.06.1
O74479	eggNOG	KOG1662
P79081	convert	SPAC1002.07c.1
P79081	eggNOG	KOG3216
O59666	convert	SPBC29A3.01.1
O59666	eggNOG	KOG0207
O74735	convert	SPBC1709.10c.1
O74735	eggNOG	KOG1603
Q10142	convert	SPAC3H8.06.1
Q10142	eggNOG	ENOG502QPQM
O13943	convert	SPAC23H3.14.1
O13943	eggNOG	KOG3823
Q10074	convert	SPAC3H1.09c.1
Q10074	eggNOG	KOG1304
O74327	convert	SPBC1685.07c.1
O74327	eggNOG	KOG1305
Q09851	convert	SPAC23D3.11.1
Q09851	eggNOG	KOG1209
Q09189	convert	SPAC1556.03.1
Q09189	eggNOG	KOG1379
O59808	convert	SPCC550.10.1
O59808	eggNOG	KOG2450
O60125	convert	SPBC16G5.11c.1
O60125	eggNOG	KOG4361
O59739	convert	SPBC530.03c.1
O59739	eggNOG	KOG4361
O74555	convert	SPCC962.06c.1
O74555	eggNOG	KOG0119
O14370	convert	SPBC428.02c.1
O14370	eggNOG	KOG0975
O74906	convert	SPCC613.07.1
O74906	eggNOG	KOG2858
O74907	convert	SPCC613.08.1
O74907	eggNOG	KOG3034
Q9P6Q3	convert	SPAC644.07.1
Q9P6Q3	eggNOG	KOG0743
O74350	convert	SPBC21D10.10.1
O74350	eggNOG	KOG1472
Q9Y7N0	convert	SPCC1450.02.1
Q9Y7N0	eggNOG	KOG1474
P87117	convert	SPAC20G8.10c.1
P87117	eggNOG	KOG2751
P54069	convert	SPBC32H8.03.1
P54069	eggNOG	KOG4391
O13932	convert	SPAC23C4.13.1
O13932	eggNOG	KOG3385
Q9P6P5	convert	SPAC644.18c.1
Q9P6P5	eggNOG	KOG3330
Q9UT70	convert	SPAC3G9.16c.1
Q9UT70	eggNOG	KOG3368
P41820	convert	SPCC18B5.01c.1
P41820	eggNOG	KOG0061
P41820	eggNOG	KOG0065
Q9US05	convert	SPAC664.08c.1
Q9US05	eggNOG	KOG2773
O13990	convert	SPAC26H5.08c.1
O13990	eggNOG	ENOG502QQE6
Q9P6J6	convert	SPBC1683.04.1
Q9P6J6	eggNOG	ENOG502QR4D
Q10287	convert	SPBC19G7.05c.1
Q10287	eggNOG	KOG0916
O13967	convert	SPAC24C9.07c.1
O13967	eggNOG	KOG0916
Q9P377	convert	SPAC19B12.03.1
Q9P377	eggNOG	KOG0916
O74475	convert	SPCC1840.02c.1
O74475	eggNOG	KOG0916
O74769	convert	SPBC24C6.08c.1
O74769	eggNOG	KOG3715
Q9Y7R6	convert	SPCC306.06c.1
Q9Y7R6	eggNOG	ENOG502S6TD
Q9Y7L2	convert	SPBC2A9.10.1
Q9Y7L2	eggNOG	KOG2899
O59778	convert	SPCC1235.02.1
O59778	eggNOG	KOG2900
P36604	convert	SPAC22A12.15c.1
P36604	eggNOG	KOG0100
O14064	convert	SPCC962.02c.1
O14064	eggNOG	KOG1101
O74547	convert	SPCC777.08c.1
O74547	eggNOG	ENOG502RZ40
O74338	convert	SPBC1A4.05.1
O94653	convert	SPBC31E1.06.1
O94653	eggNOG	KOG1951
Q9UUH2	convert	SPAC630.10.1
Q9UUH2	eggNOG	ENOG502R82D
O94480	convert	SPCC1919.13c.1
O94480	eggNOG	KOG4174
Q9P7G5	convert	SPAP14E8.03.1
Q9P7G5	eggNOG	KOG3251
Q7LKZ7	convert	SPBC28E12.06c.1
Q7LKZ7	eggNOG	KOG1786
O14353	convert	SPBC30D10.07c.1
O14353	eggNOG	KOG1536
Q92358	convert	SPAC6G9.13c.1
Q9US52	convert	SPAC1002.06c.1
O74510	convert	SPCC594.07c.1
O60158	convert	SPBC19C7.10.1
O60158	eggNOG	ENOG502S0ET
Q10337	convert	SPBC582.05c.1
Q10337	eggNOG	KOG2043
Q1MTQ0	convert	SPCC1919.15.1
Q1MTQ0	eggNOG	KOG0978
O74563	convert	SPCC970.10c.1
O74563	eggNOG	KOG0978
O13783	convert	SPAC17G6.05c.1
O13783	eggNOG	KOG2220
Q9UT24	convert	SPAC9.03c.1
Q9UT24	eggNOG	KOG0951
Q9UT30	convert	SPAC8F11.06.1
Q9UT30	eggNOG	KOG4503
Q9HGL6	convert	SPBC800.06.1
Q9HGL6	eggNOG	KOG2971
O14119	convert	SPAC3A11.04.1
O14119	eggNOG	KOG4200
Q9P3T9	convert	SPAC328.07c.1
Q9P3T9	eggNOG	KOG4812
Q9UT41	convert	SPAC824.02.1
Q9UT41	eggNOG	KOG3724
P33532	convert	SPAC17A2.01.1
P33532	eggNOG	KOG0255
O74881	convert	SPCC330.11.1
O74881	eggNOG	KOG0783
O74778	convert	SPBC25B2.06c.1
O74778	eggNOG	ENOG502QUCE
Q10225	convert	SPAC13D6.04c.1
Q10225	eggNOG	KOG0511
Q9US09	convert	SPAC607.09c.1
Q9US09	eggNOG	KOG3880
Q09731	convert	SPAC31A2.14.1
Q09731	eggNOG	KOG0308
O94751	convert	SPCC1322.12c.1
O94751	eggNOG	KOG1166
O42860	convert	SPAC23H3.08c.1
O42860	eggNOG	KOG1036
Q9P370	convert	SPAC19B12.11c.1
Q9P370	eggNOG	KOG3408
O36018	convert	SPAC4F10.06.1
O36018	eggNOG	ENOG502S6Z4
Q10162	convert	SPAC26A3.06.1
Q10162	eggNOG	KOG1541
Q9P7N1	convert	SPAP27G11.07c.1
Q9P7N1	eggNOG	KOG3087
Q10437	convert	SPAC12B10.03.1
Q10437	eggNOG	KOG2394
Q10315	convert	SPAC17G8.03c.1
Q10315	eggNOG	KOG1659
O42666	convert	SPAC27D7.12c.1
O42666	eggNOG	KOG0852
P87167	convert	SPBC3D6.02.1
O74888	convert	SPCC576.04.1
O74888	eggNOG	KOG2322
Q9Y7V2	convert	SPCC645.13.1
Q9Y7V2	eggNOG	KOG1634
P10506	convert	SPAC1D4.13.1
P10506	eggNOG	KOG0581
P28829	convert	SPBC1D7.05.1
P28829	eggNOG	KOG0198
P36627	convert	SPAC13D6.02c.1
P36627	eggNOG	KOG4400
Q10951	convert	SPAC222.10c.1
Q10951	eggNOG	ENOG502QX1K
Q09746	convert	SPBC12C2.05c.1
Q09746	eggNOG	KOG3565
O60098	convert	SPBC14F5.01.1
Q8WZJ7	convert	SPBC839.16.1
Q8WZJ7	eggNOG	KOG4230
O43007	convert	SPBC2G2.08.1
O43007	eggNOG	KOG4230
Q09929	convert	SPAC21E11.07.1
Q09929	eggNOG	KOG2929
O74856	convert	SPCC18.06c.1
O74856	eggNOG	KOG0304
O94528	convert	SPBC609.04.1
O94528	eggNOG	KOG0255
P05933	convert	SPAC3A12.14.1
P05933	eggNOG	KOG0027
P36581	convert	SPAC3C7.11c.1
P36581	eggNOG	KOG0675
O14008	convert	SPAC29A4.05.1
O14008	eggNOG	KOG0027
Q9UU93	convert	SPCC830.06.1
Q9UU93	eggNOG	KOG0034
Q9P3A8	convert	SPAC1565.07c.1
Q9P3A8	eggNOG	KOG1824
O94255	convert	SPBP8B7.05c.1
O94255	eggNOG	KOG1578
Q9P7F2	convert	SPAC2E1P3.04.1
Q9P7F2	eggNOG	KOG1186
O42890	convert	SPBC1289.16c.1
O42890	eggNOG	KOG1186
Q10434	convert	SPAC12B10.07.1
Q10434	eggNOG	KOG0836
Q9HGP5	convert	SPAC631.01c.1
Q9HGP5	eggNOG	KOG3174
P36621	convert	SPCC306.09c.1
P36621	eggNOG	KOG2675
O60060	convert	SPBC56F2.09c.1
O60060	eggNOG	KOG0370
O94313	convert	SPBC215.08c.1
O94313	eggNOG	KOG0370
Q9Y7J3	convert	SPBC1778.07.1
Q9Y7J3	eggNOG	KOG2798
O59795	convert	SPCC364.04c.1
O59795	eggNOG	KOG0963
Q9URZ4	convert	SPAC869.11.1
Q9URZ4	eggNOG	KOG1286
P55306	convert	SPCC757.07c.1
P55306	eggNOG	KOG0047
O74954	convert	SPCC736.08.1
O74954	eggNOG	KOG3743
O74412	convert	SPCC1223.13.1
O74412	eggNOG	KOG3743
O14007	convert	SPAC29A4.04c.1
O14007	eggNOG	KOG2529
O14423	convert	SPAC9E9.10c.1
O14423	eggNOG	KOG3105
O60108	convert	SPBC14F5.12c.1
