7	1.0	ATB	AT1G55590.1	BSK10	AT5G01060.1	ERD6	AT1G08930.1	GRXS10	AT3G21460.1	UXT3	AT1G06890.1
8	1.0	n/a	ATMG00740.1	F12E4_180	AT5G03435.1	n/a	AT5G28620.1	BRL2	AT2G01950.1	PAP18	AT3G20500.1
9	1.0	F27B13.190	AT4G29950.1	n/a	AT1G67480.1	PLC7	AT3G55940.1	n/a	AT2G23690.1	TON2	AT5G18580.1
10	1.0	TIC	AT3G22380.2	PLSP1	AT3G24590.1	CFM3B	AT4G14510.1	n/a	AT1G29370.1	AG	AT4G18960.1
SUM		Min (p-val)	0.0818	Max (p-val)	1.0	Mean (p-val)	0.9081800000000001
1	1.0	n/a	AT1G20520.1	n/a	AT1G19490.1	n/a	AT4G09784.1	FIS1B	AT5G12390.1	n/a	AT5G12100.1
2	1.0	n/a	AT4G16070.1	DCP5	AT1G26110.1	F5K20_120	AT3G53820.1	n/a	AT5G02570.1	SCPL24	AT4G30610.1
3	1.0	n/a	AT3G04010.1	n/a	AT2G02060.1	IRT2	AT4G19680.2	TRM23	AT4G25430.1	SCPL46	AT2G33530.1
4	1.0	n/a	AT3G49000.1	n/a	AT1G68680.1	n/a	AT2G15020.1	BAM1	AT5G65700.2	n/a	AT4G29180.2
5	1.0	MLE2.18	AT5G63550.2	n/a	AT2G06960.1	n/a	AT1G11930.1	BHLH71	AT5G46690.1	UPF2	AT2G39260.1
6	1.0	ABCB22	AT3G28415.1	COV1	AT2G20120.1	n/a	AT1G44130.1	PURA	AT3G57610.1	n/a	AT3G14920.1
7	1.0	MYB35	AT3G28470.1	n/a	AT2G33585.1	ALPHA-ADR	AT5G22770.1	GR1	AT3G52115.1	n/a	AT1G33030.1
8	0.0545	LACS1	AT2G47240.1	FMOGS-OX5	AT1G12140.1	CCC1	AT1G30450.2	MTI20.22	AT5G57960.1	PLA2-BETA	AT2G19690.2
9	1.0	n/a	AT2G30430.1	n/a	AT2G30730.1	RHM3	AT3G14790.1	NPF5.6	AT2G37900.1	n/a	ATMG00610.1
10	1.0	PHB4	AT3G27280.2	BXL6	AT5G10560.1	PDE327	AT4G30720.1	n/a	AT1G67300.2	PBC1	AT1G21720.1
SUM		Min (p-val)	0.0545	Max (p-val)	1.0	Mean (p-val)	0.9054500000000001
