4	1.0	isp3	SPAC1F8.05.1	usp101	SPAC19A8.13.1	atg4	SPAC19B12.08.1	n/a	SPCC1393.08.1	n/a	SPBC543.04.1
5	1.0	n/a	SPAC4F10.05c.1	rgf1	SPCC645.07.1	n/a	SPAC8C9.11.1	ppb1	SPBP4H10.04.1	gpi16	SPBC1604.15.1
6	1.0	bxi1	SPCC576.04.1	sgm1	SPBC365.07c.1	n/a	SPBP8B7.17c.1	mug131	SPBC1861.06c.1	smf1	SPBC3E7.14.1
7	1.0	mug131	SPBC1861.06c.1	gar1	SPBC20F10.01.1	n/a	SPAC139.05.1	mrp51	SPAC23A1.18c.1	top3	SPBC16G5.12c.1
8	1.0	mfc1	SPAPB1A11.01.1	grs1	SPAC3F10.03.1	rpl2402	SPCC330.14c.1	but1	SPAC27D7.12c.1	n/a	SPBC83.10.1
9	1.0	cwf18	SPCP1E11.07c.1	n/a	SPBPB2B2.01.1	mug58	SPAC630.09c.1	n/a	SPCC794.03.1	n/a	SPBC460.05.1
10	1.0	sts5	SPCC16C4.09.1	n/a	SPAC20H4.09.1	spo5	SPBC29A10.02.1	n/a	SPAC15F9.01c.1	his3	SPBC11B10.02c.1
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	sdo1	SPAC4F8.03.1	dot2	SPBC651.05c.1	coq4	SPAC1687.12c.1	mak2	SPAC27E2.09.1	n/a	SPBC409.16c.1
2	1.0	hrq1	SPAC23A1.19c.1	glo3	SPAC22E12.17c.1	cwf17	SPBC1289.11.1	rdp1	SPAC1B1.01.1	n/a	SPBC557.05.1
3	1.0	rps403	SPAC959.07.1	nog2	SPAC6F6.03c.1	n/a	SPBC17A3.08.1	n/a	SPAC637.06.1	tsn1	SPAC30.03c.1
4	1.0	yea4	SPBC1734.09.1	n/a	SPAC25B8.17.1	cut11	SPAC1786.03.1	nrm1	SPBC16A3.07c.1	ptc2	SPCC1223.11.1
5	1.0	cft1	SPBC1709.08.1	n/a	SPBC543.05c.1	mdm34	SPBC19C2.11c.1	n/a	SPBC11B10.08.1	n/a	SPCP31B10.05.1
6	1.0	pmp3	SPBC713.11c.1	uba2	SPBC16H5.03c.1	hem15	SPCC320.09.1	sip1	SPBC27B12.08.1	tht1	SPAC13C5.03.1
7	1.0	n/a	SPAC688.03c.1	arp6	SPCC550.12.1	n/a	SPAC17H9.02.1	n/a	SPCC777.11.1	n/a	SPAC23A1.16c.1
8	0.5685	tyr1	SPCC1494.04c.1	scd2	SPAC22H10.07.1	rps13	SPAC6F6.07c.1	rpl1802	SPAPB17E12.13.1	mep33	SPBC28F2.02.1
9	1.0	ost4	SPAC7D4.15c.1	rps1902	SPBC649.02.1	n/a	SPAC9G1.07.1	n/a	SPBC1773.06c.1	nup82	SPBC13A2.02.1
10	1.0	n/a	SPAC694.02.1	usb1	SPAC23C11.10.1	n/a	SPCC11E10.09c.1	tim22	SPBC25H2.04c.1	n/a	SPAC922.04.1
SUM		Min (p-val)	0.5685	Max (p-val)	1.0	Mean (p-val)	0.95685
1	1.0	rps2401	SPAC17G6.06.1	yop1	SPCC830.08c.1	n/a	SPAC12B10.15c.1	ski6	SPAC3G9.10c.1	trs20	SPBC11G11.04.1
2	1.0	kin1	SPBC4F6.06.1	n/a	SPBC215.10.1	n/a	SPAC1F5.06.1	uvi15	SPBC649.04.1	pub1	SPAC11G7.02.1
3	1.0	spf31	SPBC1734.05c.1	isp6	SPAC4A8.04.1	n/a	SPCC569.03.1	eme1	SPAPB1E7.06c.1	nse4	SPBC20F10.04c.1
4	1.0	rev3	SPAC688.10.1	n/a	SPBCPT2R1.04c.1	n/a	SPAC27D7.06.1	vps54	SPAC2F3.10.1	pof9	SPBC3H7.06c.1
5	1.0	utp15	SPBC428.19c.1	ecl1	SPCC70.12c.1	art1	SPBC19G7.08c.1	rpl35b	SPBC1921.01c.1	cmb1	SPAC4G9.11c.1
6	1.0	n/a	SPAC8C9.12c.1	tif1	SPAC1006.07.1	n/a	SPAC1A6.03c.1	n/a	SPBC211.05.1	n/a	SPAC637.09.1
7	1.0	rsv1	SPBP4H10.09.1	mug96	SPBC1271.06c.1	n/a	SPBC1861.05.1	byr1	SPAC1D4.13.1	byr1	SPAC1D4.13.1
8	0.3183	mam1	SPBC25B2.02c.1	pof11	SPAC29E6.01.1	swo1	SPAC926.04c.1	mmi1	SPCC736.12c.1	n/a	SPAC959.05c.1
9	1.0	n/a	SPAC13G6.05c.1	n/a	SPAC16C9.05.1	n/a	SPAC2F3.11.1	psm3	SPAC10F6.09c.1	yme2	SPBC83.05.1
10	1.0	n/a	SPBC1289.14.1	cyp7	SPBC16H5.05c.1	mac1	SPAC13G7.04c.1	ste7	SPAC23E2.03c.1	erv25	SPAC23H4.03c.1
SUM		Min (p-val)	0.3183	Max (p-val)	1.0	Mean (p-val)	0.93183
